name,mass_mj,radius_rj,period_days,semi_major_axis_au,temp_k,discovery_method,disc_year,distance_ly,star_mass_solar,star_temp_k,remarks,mass_earth,radius_earth,habitability_score,habitability_label
HD 70642 b,1.993,,2124.54,3.318,1093.7,radial vel.,2003,95.57,1.08,5732,,633.3754,2.32047,33.11812,0
HD 72659 b,3.85,,3658,4.75,1093.7,radial vel.,2002,169.51,1.43,5932,,1223.53,2.32047,26.11812,0
HD 73267 b,3.097,,1245.36,2.187,1093.7,radial vel.,2008,179.1,0.9,5387,,984.2266,2.32047,32.71812,0
HD 73526 b,3.08,,188.3,0.65,1093.7,radial vel.,2002,318.05,1.14,5601,,978.824,2.32047,44.91812,0
HD 73526 c,2.25,,379.1,1.03,1093.7,radial vel.,2005,318.05,1.14,5601,,715.05,2.32047,51.31812,1
HD 73534 b,1.112,,1750,2.99,1093.7,radial vel.,2008,272.45,1.16,4917,Proper name Drukyul,353.3936,2.32047,31.51812,0
HD 74156 b,1.8,,51.645,0.292,1093.7,radial vel.,2003,210.7,1.24,6068,,572.04,2.32047,35.75812,0
HD 74156 c,8.06,,2473,3.85,1093.7,radial vel.,2003,210.7,1.24,6068,,2561.468,2.32047,29.91812,0
HD 75898 b,2.71,,422.9,1.191,1093.7,radial vel.,2007,255.16,1.26,5963,Proper name Veles,861.238,2.32047,45.69812,0
HD 76700 b,0.21,,3.97097,0.05,1093.7,radial vel.,2002,198.93,0.99,5644,,66.738,2.32047,35.51812,0
HD 80606 b,4.38,1.07,111.4367,0.4565,405,radial vel.,2001,217.23,1.15,5561,,1391.964,11.9947,38.005,0
HD 81040 b,7.27,,1001.7,1.94,1093.7,radial vel.,2005,112.43,1.05,5755,,2310.406,2.32047,34.91812,0
HD 82943 b,1.681,,441.47,1.18306,1093.7,radial vel.,2003,90.05,1.2,6016,,534.2218,2.32047,47.05692,0
HD 82943 c,1.959,,220.078,0.74345,1093.7,radial vel.,2003,90.05,1.2,6016,,622.5702,2.32047,45.58712,0
HD 83443 b,0.34,,2.9857,0.04,1093.7,radial vel.,2002,133.57,0.79,5442,Proper name Buru,108.052,2.32047,31.31812,0
HD 85390 b,0.099,,799.52,1.373,1093.7,radial vel.,2009,109.46,0.76,5186,Proper name Madalitso,31.4622,2.32047,42.45812,0
HD 86081 b,1.48,,2.1378431,0.0346,1093.7,radial vel.,2006,340,1.21,5939,Proper name Santamasa,470.344,2.32047,31.21012,0
HD 86264 b,7,,1475,2.86,1093.7,radial vel.,2009,221.6,1.42,6210,,2224.6,2.32047,26.31812,0
HD 87883 b,1.54,,2754,3.58,1093.7,radial vel.,2009,59.69,0.66,4915,,489.412,2.32047,27.91812,0
HD 88133 b,1.02,,3.414884,0.0479,1093.7,radial vel.,2004,240.61,1.26,5392,,324.156,2.32047,30.47612,0
HD 89307 b,2.11,,2166,3.27,1093.7,radial vel.,2009,104.5,1.27,5955,,670.558,2.32047,29.31812,0
HD 90156 b,0.057,,49.77,0.25,1093.7,radial vel.,2009,71.63,0.84,5599,,18.1146,2.32047,36.51812,0
HD 92788 b,3.76,,325.803,0.97,1093.7,radial vel.,2000,113.15,1.15,5744,,1194.928,2.32047,51.11812,1
HD 93083 b,0.37,,143.58,0.477,1093.7,radial vel.,2005,93.09,0.7,4995,Proper name Melquíades,117.586,2.32047,38.25812,0
HD 96167 b,0.717,,498.04,1.332,1093.7,radial vel.,2009,278.91,1.27,5733,,227.8626,2.32047,42.67812,0
HD 99109 b,0.44,,439.3,1.11,1093.7,radial vel.,2005,179,0.76,5282,Proper name Perwana,139.832,2.32047,47.71812,0
HD 100777 b,1.03,,383.7,1.03,1093.7,radial vel.,2007,161.78,0.83,5533,Proper name Laligurans,327.334,2.32047,50.71812,1
HD 101930 b,0.25,,70.46,0.3,1093.7,radial vel.,2005,98.01,0.57,5108,,79.45,2.32047,32.11812,0
HD 102117 b,0.17,,20.8133,0.15,1093.7,radial vel.,2005,129.23,1.06,5655,Proper name Leklsullun,54.026,2.32047,36.51812,0
HD 102195 b,0.41,,4.11377,0.05,1093.7,radial vel.,2006,95.76,0.76,5301,Proper name Lete,130.298,2.32047,30.91812,0
HD 102272 b,4.94,,127.58,0.51,1093.7,radial vel.,2008,1142,1.45,4790,,1569.932,2.32047,35.91812,0
HD 103197 b,0.09,,47.84,0.25,1093.7,radial vel.,2009,186.7,0.8,5250,,28.602,2.32047,35.71812,0
HD 104067 b,0.16,,55.806,0.26,1093.7,radial vel.,2009,66.47,0.62,4937,,50.848,2.32047,32.31812,0
HD 104985 b,8.3,,199.505,0.95,1093.7,radial vel.,2003,328.97,2.3,4877,Proper name Meztli,2637.74,2.32047,33.71812,0
HD 106252 b,30.6[12],,1531,2.61,1093.7,radial vel.,2002,124.69,1.05,5600,Brown dwarf,282.842,2.32047,33.71812,0
HD 107148 b,0.21,,48.056,0.269,1093.7,radial vel.,2005,161.42,1.12,5797,,66.738,2.32047,37.69812,0
HD 108147 b,0.261,,10.8985,0.102,890,radial vel.,2002,127.07,1.27,6265,Proper name Tumearandu,82.9458,2.32047,31.35812,0
HD 108874 b,1.42,,394.48123,1.04,1093.7,radial vel.,2002,194.46,1.1,5600,,451.276,2.32047,51.91812,1
HD 108874 c,0.99,,1624,2.659,1093.7,radial vel.,2005,194.46,1.1,5600,,314.622,2.32047,32.71812,0
HD 109749 b,0.27,,5.239891,0.0615,1093.7,radial vel.,2005,206.14,1.13,5824,,85.806,2.32047,33.34812,0
HD 111232 b,7.14,,1143,1.97,1093.7,radial vel.,2003,94.52,0.84,5512,,2269.092,2.32047,32.11812,0
HD 114386 b,1.14,,937.7,1.73,1093.7,radial vel.,2003,91.16,0.6,4836,,362.292,2.32047,32.11812,0
HD 114729 b,0.825,,1121.79,2.067,1093.7,radial vel.,2002,123.45,0.94,5844,,262.185,2.32047,33.51812,0
HD 114783 b,1.1,,493.7,1.16,1093.7,radial vel.,2001,66.54,0.85,5135,,349.58,2.32047,48.51812,0
HD 117207 b,1.926,,2621.75,3.787,1093.7,radial vel.,2004,105.61,1.05,5732,,612.0828,2.32047,33.71812,0
HD 117618 b,0.174,,25.8,0.18,1093.7,radial vel.,2004,123.36,1.08,5990,Proper name Noifasui,55.2972,2.32047,36.71812,0
HD 118203 b,2.79,,6.1335,0.07,1093.7,radial vel.,2005,301.74,1.84,5864,Proper name Staburags,886.662,2.32047,19.31812,0
HD 121504 b,1.51,,63.33,0.33,1093.7,radial vel.,2003,136.04,1.62,6027,,479.878,2.32047,28.91812,0
HD 125595 b,0.02,,9.6737,0.08,1093.7,radial vel.,2009,92.04,0.29,4691,,6.356,2.32047,31.40612,0
HD 125612 b,3.1,,557.04,1.372,1093.7,radial vel.,2007,188.26,1.11,5841,[9],985.18,2.32047,45.07812,0
HD 125612 c,0.055,,4.15514,0.0524,1093.7,radial vel.,2009,188.26,1.11,5841,[9],17.479,2.32047,33.56612,0
HD 125612 d,7.28,,2835,4.06,1093.7,radial vel.,2009,188.26,1.11,5841,[9],2313.584,2.32047,32.51812,0
HD 126614 Ab,0.41,,1244,2.37,1093.7,radial vel.,2009,238.92,1.26,5568,,130.298,2.32047,29.51812,0
HD 128311 b,1.769,,453.019,1.084,1093.7,radial vel.,2002,53.88,0.83,4863,,562.1882,2.32047,49.63812,0
HD 128311 c,3.789,,921.538,1.74,1093.7,radial vel.,2005,53.88,0.83,4863,,1204.1442,2.32047,36.51812,0
HD 131664 b,19.12,,1951,3.17,1093.7,radial vel.,2008,172.51,1.19,5892,,6076.336,2.32047,30.91812,0
HD 132406 b,5.38,,974,1.98,1093.7,radial vel.,2007,231.35,1.03,5783,,1709.764,2.32047,34.51812,0
HD 139357 b,9.76,,1125.7,2.36,1093.7,radial vel.,2008,366.77,1.35,4700,,3101.728,2.32047,27.71812,0
HD 141937 b,9.69,,653.21997,1.5,1093.7,radial vel.,2002,108.91,1.09,5870,,3079.482,2.32047,42.91812,0
HD 142022 Ab,4.44,,1928,2.93,1093.7,radial vel.,2005,111.91,0.9,5421,,1411.032,2.32047,32.71812,0
HD 142415 b,1.67,,386.3,1.06,1093.7,radial vel.,2003,116.02,1.07,5940,,530.726,2.32047,52.11812,1
HD 143361 b,3.532,,1039.15,1.988,1093.7,radial vel.,2008,223.91,0.97,5507,,1122.4696,2.32047,34.35812,0
HD 145377 b,6.02,,103.95,0.45,1093.7,radial vel.,2008,174.73,1.2,6014,,1913.156,2.32047,39.71812,0
HD 147018 b,2.12,,44.236,0.2388,1093.7,radial vel.,2009,140.12,0.93,5441,,673.736,2.32047,38.09412,0
HD 147018 c,6.56,,1008,1.922,1093.7,radial vel.,2009,140.12,0.93,5441,,2084.768,2.32047,34.87812,0
HD 147513 b,1.21,,528.4,1.32,1093.7,radial vel.,2003,42.11,1.11,5883,,384.538,2.32047,46.11812,0
HD 148156 b,0.85,,1027,2.45,1093.7,radial vel.,2009,186.63,1.22,6308,,270.13,2.32047,30.31812,0
HD 148427 b,1.3,,331.5,1.04,1093.7,radial vel.,2009,233.21,1.64,5025,Proper name Tondra,413.14,2.32047,41.11812,0
HD 149026 b,0.38,0.74,2.87589,0.04364,1626,radial vel.,2005,247.98,1.42,6179,Proper name Smertrios,120.764,8.2954,12.4728,0
HD 149143 b,1.33,,4.07182,0.053,1093.7,radial vel.,2005,239.5,1.2,5856,Proper name Riosar,422.674,2.32047,31.77812,0
HD 153950 b,2.95,,499.4,1.28,1093.7,radial vel.,2008,158.26,1.25,6124,Proper name Trimobe,937.51,2.32047,44.11812,0
HD 154345 b,0.82,,3341.55884,4.21,1093.7,radial vel.,2006,59.66,0.71,5468,,260.596,2.32047,28.91812,0
HD 154672 b,5.37,,163.94,0.6,1093.7,radial vel.,2008,206.01,1.18,5743,,1706.586,2.32047,43.11812,0
HD 154857 b,2.45,,408.6,1.29,1093.7,radial vel.,2004,207.31,1.96,5589,,778.61,2.32047,29.71812,0
HD 155358 b,0.99,,194.3,0.63,1093.7,radial vel.,2007,142.44,1.15,5905,,314.622,2.32047,44.31812,0
HD 155358 c,0.82,,391.9,1.02,1093.7,radial vel.,2007,142.44,1.15,5905,,260.596,2.32047,51.31812,1
HD 156411 b,0.74,,842.2,1.88,1093.7,radial vel.,2009,185.78,1.25,5900,Proper name Sumajmajta,235.172,2.32047,32.11812,0
HD 156846 b,10.67,,359.51001,1.12,1093.7,radial vel.,2007,155.91,1.38,6090,,3390.926,2.32047,44.71812,0
HD 159868 b,2.218,,1184.1,2.32,1093.7,radial vel.,2006,182.46,1.19,5534,,704.8804,2.32047,30.91812,0
HD 162020 b,9.84,,8.4282,0.08,1093.7,radial vel.,2002,100.62,0.42,4723,,3127.152,2.32047,24.71812,0
HD 164922 b,0.31,,1155,2.1,159,radial vel.,2005,71.82,0.76,5372,,98.518,2.32047,40.95978667,0
HD 167042 b,1.7,,420.77,1.32,1093.7,radial vel.,2007,162.2,1.5,4943,,540.26,2.32047,38.31812,0
HD 168443 c,17.193,,1749.83,2.8373,1093.7,radial vel.,2000,129.39,0.99,5491,,5463.9354,2.32047,34.51812,0
HD 168746 b,0.27,,6.404,0.07,900,radial vel.,2002,135.75,1.07,5570,Proper name Onasilos,85.806,2.32047,34.71812,0
HD 169830 b,2.88,,225.62,0.81,345,radial vel.,2000,122.77,1.4,6299,,915.264,2.32047,58.95978667,1
HD 169830 c,4.04,,2102,3.6,1093.7,radial vel.,2003,122.77,1.4,6299,,1283.912,2.32047,26.71812,0
HD 170469 b,0.66,,1145,2.24,1093.7,radial vel.,2007,196.61,1.1,5842,[9],209.748,2.32047,32.71812,0
HD 171028 b,2.62,,550,1.32,1093.7,radial vel.,2007,365.34,1.53,5671,,832.636,2.32047,37.71812,0
HD 171238 b,2.72,,1532,2.57,1093.7,radial vel.,2009,146.35,0.96,5440,,864.416,2.32047,33.91812,0
HD 173416 b,2.7,,323.6,1.16,1093.7,radial vel.,2008,432.76,2,4683,Proper name Wangshu,858.06,2.32047,31.51812,0
HD 175541 b,0.598,,298.43,0.975,1093.7,radial vel.,2007,424.28,1.39,5013,Proper name Kavian,190.0444,2.32047,46.41812,0
HD 178911 Bb,8.03,,71.484,0.34,1093.7,radial vel.,2001,133.79,1.24,5588,,2551.934,2.32047,36.71812,0
HD 179079 b,0.081,,14.479,0.1214,1093.7,radial vel.,2008,227.83,1.14,5646,,25.7418,2.32047,34.34612,0
HD 179949 b,0.916,,3.092514,0.0443,1093.7,radial vel.,2000,89.63,1.21,6168,Proper name Mastika,291.1048,2.32047,31.40412,0
HD 181433 b,0.02,,9.3743,0.08,1093.7,radial vel.,2008,87.74,0.63,4918,,6.356,2.32047,38.20612,0
HD 181433 c,0.64,,962,1.76,1093.7,radial vel.,2008,87.74,0.63,4918,,203.392,2.32047,32.11812,0
HD 181433 d,0.54,,2172,3,1093.7,radial vel.,2008,87.74,0.63,4918,,171.612,2.32047,27.31812,0
HD 181720 b,0.4,,956,1.85,1093.7,radial vel.,2009,196.71,1.03,5736,Proper name Toge,127.12,2.32047,37.11812,0
HD 183263 b,3.95,,626.51599,1.49,1093.7,radial vel.,2004,177.04,1.31,5948,,1255.31,2.32047,38.71812,0
HD 183263 c,3.57,,3070,4.35,1093.7,radial vel.,2008,177.04,1.31,5948,,1134.546,2.32047,28.51812,0
HD 185269 b,1.01,,6.83776,0.077,1093.7,radial vel.,2006,169.84,1.3,5923,,320.978,2.32047,30.25812,0
HD 187085 b,0.836,,1019.74,2.1,1093.7,radial vel.,2006,149.91,1.19,6117,,265.6808,2.32047,30.91812,0
HD 187123 c,1.99,,3810,4.89,1093.7,radial vel.,2008,150.1,1,5830,,632.422,2.32047,34.71812,0
HD 188015 b,1.5,,461.2,1.203,1093.7,radial vel.,2004,165.5,1.09,5746,,476.7,2.32047,48.85812,0
HD 189733 b,1.13,1.13,2.21857567,0.0313,1209,radial vel.,2005,64.52,0.79,5052,,359.114,12.6673,16.426,0
HD 190647 b,1.985,,1176.45,2.231,1093.7,radial vel.,2007,177.96,1.07,5656,,630.833,2.32047,33.31812,0
HD 190984 b,3.1,,4885,5.5,1093.7,radial vel.,2009,485.37,0.91,5988,,985.18,2.32047,32.91812,0
HD 192699 b,2.096,,340.94,1.063,1093.7,radial vel.,2007,234.87,1.38,5041,Proper name Khomsa,666.1088,2.32047,45.85812,0
HD 196050 b,3.18,,1378,2.51,1093.7,radial vel.,2002,165.53,1.31,5879,,1010.604,2.32047,28.51812,0
HD 196885 Ab,2.58,,1333,2.37,1093.7,radial vel.,2007,111.55,1.28,6254,,819.924,2.32047,29.11812,0
HD 202206 c,17.9,,1260,2.41,1093.7,radial vel.,2004,150.13,1.27,5760,,5688.62,2.32047,29.31812,0
HD 203030 b,11+4−3,,11.829851,487.1,1093.7,imaging,2006,1361.5,0.965,5472,"Discovered as brown dwarf, reclassified as planet",282.842,2.32047,34.01812,0
HD 205739 b,1.37,,279.8,0.896,1093.7,radial vel.,2008,302.49,1.22,6176,Proper name Samagiya,435.386,2.32047,48.23812,0
HD 208487 b,0.52,,130.08,0.524,1093.7,radial vel.,2004,143.51,1.13,6067,Proper name Mintome,165.256,2.32047,42.59812,0
HD 210702 b,1.808,,354.1,1.148,1093.7,radial vel.,2007,177.04,1.61,4951,,574.5824,2.32047,39.55812,0
HD 212301 b,0.51,,2.24571,0.03,1093.7,radial vel.,2005,177.17,1.55,6239,,162.078,2.32047,24.31812,0
HD 213240 b,5.58,,882.7,1.89,1093.7,radial vel.,2001,133.47,1.57,5979,,1773.324,2.32047,25.51812,0
HD 215497 b,0.02,,3.93404,0.05,1093.7,radial vel.,2009,132.39,0.67,5110,,6.356,2.32047,38.40612,0
HD 215497 c,0.33,,567.94,1.282,1093.7,radial vel.,2009,132.39,0.67,5110,,104.874,2.32047,42.47812,0
HD 216770 b,0.57,,118.45,0.46,1093.7,radial vel.,2003,119.7,0.74,5399,,181.146,2.32047,38.71812,0
HD 217107 c,2.6,,4270,5.32,1093.7,radial vel.,2005,65.46,1,5622,,826.28,2.32047,34.71812,0
HD 219828 b,0.066,,3.83492,0.0507,1093.7,radial vel.,2007,238.98,1.18,5807,,20.9748,2.32047,32.13212,0
HD 221287 b,3.09,,456.1,1.25,1093.7,radial vel.,2007,182.69,1.25,6304,Proper name Pipitea,982.002,2.32047,44.71812,0
HD 224693 b,0.7,,26.6904,0.191,1093.7,radial vel.,2006,305.78,1.31,5894,Proper name Xólotl,222.46,2.32047,32.33812,0
HD 231701 b,1.13,,141.63,0.567,1093.7,radial vel.,2007,356.24,1.21,6101,[9] Proper name Babylonia,359.114,2.32047,41.85812,0
HD 240210 b,5.21,,501.75,1.16,1093.7,radial vel.,2009,465.96,0.82,4297,,1655.738,2.32047,47.91812,0
HD 290327 b,2.43,,2443,3.43,1093.7,radial vel.,2009,184.35,0.84,5505,,772.254,2.32047,31.51812,0
HD 330075 b,0.48,,3.38773,0.04,990,radial vel.,2004,147.95,0.47,5000,[13],152.544,2.32047,24.91812,0
HIP 5158 b,1.42,,345.72,0.89,1093.7,radial vel.,2009,168.56,0.78,4962,,451.276,2.32047,48.11812,0
HIP 14810 b,3.9,,6.673892,0.0696,1093.7,radial vel.,2005,164.88,1.01,5544,,1239.42,2.32047,35.91012,0
HIP 14810 c,1.31,,147.747,0.549,1093.7,radial vel.,2006,164.88,1.01,5544,,416.318,2.32047,45.49812,0
HIP 14810 d,0.59,,981.8,1.94,1093.7,radial vel.,2009,164.88,1.01,5544,,187.502,2.32047,35.71812,0
HIP 70849 b,9,,17337.5,20.25,1093.7,radial vel.,2009,78.51,0.63,4105,,2860.2,2.32047,27.31812,0
HIP 79431 b,2.1,,111.7,0.36,1093.7,radial vel.,2009,47.42,0.42,3368,Proper name Barajeel,667.38,2.32047,30.31812,0
HN Pegasi b,21.9987,1.051,11.829851,773,1093.7,imaging,2006,59.13,1.1,5974,,6991.18686,11.78171,18,0
HR 8799 b,7,1.2,170000,68,1200,imaging,2008,128.51,1.51,7400,,2224.6,13.452,9.8,0
HR 8799 c,10,1.2,69000,38,1200,imaging,2008,128.51,1.51,7400,,3178,13.452,9.8,0
HR 8799 d,10,1.2,37000,24,1300,imaging,2008,128.51,1.51,7400,,3178,13.452,9.8,0
Iota Draconis b,8.82,,511.098,1.275,1093.7,radial vel.,2002,103.3,1.05,4530,Proper name Hypatia,2802.996,2.32047,48.21812,0
Kappa Coronae Borealis b,2.17,,1285,2.65,1093.7,radial vel.,2007,98.14,1.5,4871,,689.626,2.32047,24.71812,0
Kepler-4b,0.077,0.357,3.21346,0.0456,1650,transit,2009,1794,1.22,5857,,24.4706,4.00197,24.50412,0
Kepler-5b,2.111,1.426,3.5484657,0.0538,1750,transit,2009,3012,1.37,6297,,670.8758,15.98546,13.676,0
Kepler-6b,0.668,1.304,3.2346996,0.04852,1460,transit,2009,1948,1.21,5647,,212.2904,14.61784,16.7704,0
Kepler-7b,0.441,1.622,4.8854892,0.06067,1630,transit,2009,3090,1.36,5933,,140.1498,18.18262,14.0134,0
Kepler-1658b,5.88,1.04,3.8494,0.0546,1093.7,transit,2009,2629.05,0.97,5600,"First exoplanet candidate detected by Kepler Space Telescope (known as KOI-4.01), confirmed in 2019.",1868.664,11.6584,20.492,0
Lupus-TR-3b,0.81,0.89,3.91405,0.0464,1093.7,transit,2007,6523,0.87,5000,,257.418,9.9769,18.328,0
MOA-2007-BLG-192Lb,0.01,,11.829851,0.62,1093.7,microlensing,2008,3262,0.06,5600,,3.178,2.32047,43.96212,0
MOA-2007-BLG-400Lb,0.83,,11.829851,0.72,103,microlensing,2008,19000,0.3,5600,,263.774,2.32047,42.27089778,0
MOA-2008-BLG-310Lb,0.07362,,11.829851,1.61,1093.7,microlensing,2009,25000,0.21,5600,,23.396436,2.32047,26.71812,0
Mu Arae b,1.676,,643.25,1.497,1093.7,radial vel.,2000,50.91,1.08,5786,Proper name Quijote,532.6328,2.32047,43.17812,0
Mu Arae c,0.03321,,9.6386,0.09094,900,radial vel.,2004,50.91,1.08,5786,Proper name Dulcinea. Designated Mu Arae d by the Exoplanet Archive.,10.554138,2.32047,35.828644,0
Mu Arae d,0.5219,,310.55,0.921,1093.7,radial vel.,2006,50.91,1.08,5786,Proper name Rocinante. Designated Mu Arae e by the Exoplanet Archive.,165.85982,2.32047,51.53812,1
Mu Arae e,1.814,,4205.8,5.235,1093.7,radial vel.,2004,50.91,1.08,5786,Proper name Sancho. Designated Mu Arae c by the Exoplanet Archive.,576.4892,2.32047,33.11812,0
NGC 2423-3 b,9.78,,714.3,1.66,1093.7,radial vel.,2007,3095,2.12,4545,,3108.084,2.32047,21.51812,0
OGLE-2003-BLG-235Lb,2.6,,11.829851,4.3,1093.7,microlensing,2004,19000,0.63,5600,,826.28,2.32047,27.31812,0
OGLE-2005-BLG-071Lb,3.8,,11.829851,3.6,55,microlensing,2005,10400,0.46,5600,,1207.64,2.32047,27.73756444,0
OGLE-2005-BLG-169Lb,0.04436,,11.829851,3.5,1093.7,microlensing,2006,13000,0.69,5600,,14.097608,2.32047,28.51812,0
OGLE-2005-BLG-390Lb,0.017,,3285,2.6,50,microlensing,2005,22000,0.22,5600,,5.4026,2.32047,33.78514222,0
OGLE-2006-BLG-109Lb,0.73,,1788.5,2.3,82,microlensing,2008,4925,0.51,5600,,231.994,2.32047,30.61256444,0
OGLE-2006-BLG-109Lc,0.27,,4927.5,4.5,59,microlensing,2008,4925,0.51,5600,,85.806,2.32047,29.01534222,0
OGLE-2007-BLG-368Lb,0.06,,11.829851,3.3,1093.7,microlensing,2009,19000,0.64,5600,,19.068,2.32047,27.51812,0
OGLE-TR-10b,0.62,1.25,3.101278,0.0434,1702,transit,2004,4521,1.14,5950,,197.036,14.0125,18.068,0
OGLE-TR-56b,1.39,1.363,1.2119189,0.02383,2212,transit,2002,922.53,1.17,6050,First planet discovered via transit[14],441.742,15.27923,17.0766,0
OGLE-TR-111b,0.55,1.019,4.0144463,0.0473,1019,transit,2004,3578,0.85,5040,,174.79,11.42299,17.946,0
OGLE-TR-113b,1.26,1.093,1.4324752,0.02289,1342,transit,2004,1957,0.78,4790,,400.428,12.25253,16.0578,0
OGLE-TR-132b,1.18,1.2,1.689868,0.03035,2013,transit,2004,8154,1.3,6210,,375.004,13.452,14.607,0
OGLE-TR-182b,1.01,1.13,3.9791,0.051,1550,transit,2007,8707,1.14,5924,,320.978,12.6673,18.22,0
OGLE-TR-211b,1.03,1.36,3.67724,0.051,1686,transit,2007,5136,1.33,6325,,327.334,15.2456,14.42,0
OGLE2-TR-L9b,4.5,1.61,2.4855335,0.0308,2034,transit,2008,5559,1.52,6933,,1430.1,18.0481,10.216,0
Oph 11 b,14,,7300000,243,2175,imaging,2006,407.71,0.02,2375,,4449.2,2.32047,15.11812,0
Pi Mensae b,10.02,,2093.07,3.1,1093.7,radial vel.,2001,59.62,1.09,6037,,3184.356,2.32047,32.91812,0
Pollux b,2.3,,589.64,1.64,1093.7,radial vel.,2006,33.73,2.1,4946,Proper name Thestias,730.94,2.32047,21.91812,0
q1 Eridani b,0.94,,989.2,2.015,1093.7,radial vel.,2006,56.56,1.11,6218,,298.732,2.32047,32.51812,0
Rho Indi b,2.223,,1334.28,2.497,1093.7,radial vel.,2002,87.12,1.17,5909,,706.4694,2.32047,31.31812,0
SWEEPS-04b,3.8,0.81,4.2,0.055,1093.7,transit,2006,28000,1.24,5600,,1207.64,9.0801,16.3,0
SWEEPS-11b,9.7,1.13,1.796,0.03,1093.7,transit,2006,28000,1.1,5600,,3082.66,12.6673,18.6,0
Tau Geminorum b,20.6,,305.5,1.17,1093.7,radial vel.,2003,301.7,2.3,4388,[5],6546.68,2.32047,31.31812,0
Tau1 Gruis b,1.26,,1311,2.56,1093.7,radial vel.,2002,107.67,1.3,5999,,400.428,2.32047,28.71812,0
TrES-1b,0.84,1.13,3.03007,0.03925,1140,transit,2004,523.14,1.04,5230,,266.952,12.6673,19.985,0
TrES-2b,1.49,1.36,2.47063,0.03563,1466,transit,2006,706.67,1.36,5850,Also known as Kepler-1b,473.522,15.2456,13.5126,0
TrES-3b,1.91,1.336,1.30618581,0.02282,1638,transit,2007,743.66,0.93,5650,Proper name Umbäässa,606.998,14.97656,19.0564,0
TrES-4b,0.78,1.61,3.55395,0.05084,1778,transit,2007,1708,1.08,6200,,247.884,18.0481,19.4168,0
UScoCTIO 108 b,14,,11.829851,670,1093.7,imaging,2008,470.63,0.06,2700,,4449.2,2.32047,15.91812,0
V391 Pegasi b,3.2,,1170,1.7,1093.7,timing,2007,4566,0.5,29300,,1016.96,2.32047,30.71812,0
WASP-1b,0.854,1.483,2.5199454,0.03889,1812,transit,2007,1296,1.24,6252,,271.4012,16.62443,15.9778,0
WASP-2b,0.931,1.081,2.152175,0.03144,1311,transit,2007,501.94,0.9,5180,,295.8718,12.11801,18.6288,0
WASP-3b,2.43,1.42,1.84683,0.0315,2020,transit,2007,758.99,1.62,6400,,772.254,15.9182,8.23,0
WASP-4b,1.186,1.321,1.33823147,0.0226,1673,transit,2007,878.07,0.86,5400,,376.9108,14.80841,17.652,0
WASP-5b,1.58,1.087,1.6284279,0.0267,1706,transit,2008,1018,0.96,5700,,502.124,12.18527,19.734,0
WASP-6b,0.37,1.03,3.36101,0.04217,1184,transit,2009,646.56,0.55,5450,Proper name Boinayel,117.586,11.5463,11.8434,0
WASP-7b,0.96,1.33,4.9546416,0.0617,1487,transit,2008,531.82,1.28,6400,,305.088,14.9093,15.634,0
WASP-10b,3.15,1.08,3.0927616,0.03781,1370,transit,2008,461.75,0.75,4675,,1001.07,12.1068,15.7562,0
WASP-11b,0.79,1.11,3.72247,0.0435,992,transit,2008,408.1,1.42,4800,,251.062,12.4431,12.47,0
WASP-12b,1.465,1.937,1.09142,0.0232,2593,transit,2008,1411,1.43,6360,,465.577,21.71377,11.864,0
WASP-13b,0.36,1.22,4.35301,0.05362,1531,transit,2009,746.89,0.72,5950,Proper name Cruinlagh,114.408,13.6762,15.4724,0
WASP-14b,8.84,1.38,2.24375,0.037,1872,transit,2008,530.84,1.62,6475,,2809.352,15.4698,8.34,0
WASP-15b,0.54,1.41,3.7521,0.05165,1676,transit,2009,927.46,1.18,6300,Proper name Asye,171.612,15.8061,17.433,0
WASP-16b,1.24,1.22,3.1186,0.0415,1389,transit,2009,636.68,1.78,5700,,394.072,13.6762,5.23,0
WASP-17b,0.78,1.87,3.73543,0.0515,1755,transit,2009,1339,2.28,6550,Proper name Ditsö̀,247.884,20.9627,1.03,0
WASP-18b,10.42954,1.191,0.94124,0.02,2413,transit,2009,404.19,1.22,6400,,3314.507812,13.35111,16,0
WASP-19b,1.069,1.392,0.78883899,0.01634,2520,transit,2009,881.99,0.9,5568,,339.7282,15.60432,18.3268,0
Xi Aquilae b,2.8,,136.75,0.68,1093.7,radial vel.,2007,183.53,2.2,4780,Proper name Fortitudo,889.84,2.32047,28.31812,0
XO-1b,0.83,1.14,3.94153,0.0488,1210,transit,2006,535.99,0.88,5750,Proper name Negoiu,263.774,12.7794,18.576,0
XO-2Nb,0.566,0.993,2.61586178,0.0368,1328,transit,2007,505.36,0.97,5307,,179.8748,11.13153,20.136,0
XO-3b,7.29,1.41,3.19154,0.04529,1729,transit,2007,699.01,0.58,6429,,2316.762,15.8061,12.5058,0
XO-4b,1.42,1.25,4.12508,0.05524,1630,transit,2008,896.27,1.1,6397,Proper name Hämarik,451.276,14.0125,19.1048,0
XO-5b,1.19,1.14,4.1877558,0.0515,1230,transit,2008,907.95,1.04,5430,Proper name Makropulos,378.182,12.7794,20.23,0
2MASS J04414489+2301513 b,7.5,,11.829851,15,1093.7,imaging,,456.63,0.02,5600,,2383.5,2.32047,15.11812,0
24 Sextantis b,1.99,,452.8,1.333,1093.7,radial vel.,,235.53,1.54,5098,,632.422,2.32047,37.25812,0
